Product Name,Color,Product URL,Unique Color ID, Swatch Image URL,Scraped Image URL
SWEATER WITH CONTRASTING V-NECK,Black,https://us.sandro-paris.com/en/p/sweater-with-contrasting-v-neck/SFPPU01552_20.html,B12A3K,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw6593a62d/images/swatch/Sandro_SFPPU01552-20_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw5277e99a/images/hi-res/Sandro_SFPPU01552-20_V_1.jpg?sw=650&sh=650
CROPPED SHIRT WITH TWIST,white,https://us.sandro-paris.com/en/p/cropped-shirt-with-twist/SFPCM01127_10.html,W8I20E,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw83b6529b/images/swatch/Sandro_SFPCM01127-10_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw9f5d1ac1/images/hi-res/Sandro_SFPCM01127-10_V_1.jpg?sw=650&sh=650
STRIPED KNIT MIDI SKIRT,White / Black,https://us.sandro-paris.com/en/p/striped-knit-midi-skirt/SFPJU01080_B264.html,W8I20E2L1C11,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw5de8b509/images/swatch/Sandro_SFPJU01080-B264_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw8a7c16e6/images/hi-res/Sandro_SFPJU01080-B264_V_1.jpg?sw=650&sh=650
CROPPED SHIRT,white,https://us.sandro-paris.com/en/p/cropped-shirt/SFPCM01089_10.html,W8I20E,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw36ea1533/images/swatch/Sandro_SFPCM01089-10_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw728e15d8/images/hi-res/Sandro_SFPCM01089-10_V_1.jpg?sw=650&sh=650
CROPPED COATIGAN,Blue,https://us.sandro-paris.com/en/p/cropped-coatigan/SFPCA00965_47.html,B12U5,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw89a2da49/images/swatch/Sandro_SFPCA00965-47_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw359c5087/images/hi-res/Sandro_SFPCA00965-47_V_1.jpg?sw=650&sh=650
SHORT STRIPED SKIRT,Grey,https://us.sandro-paris.com/en/p/short-striped-skirt/SFPJU01020_24.html,G18E25,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw1697fad2/images/swatch/Sandro_SFPJU01020-24_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw3f64ed6a/images/hi-res/Sandro_SFPJU01020-24_V_1.jpg?sw=650&sh=650
FLOWER PRINT TROUSERS,Ecru / Blue,https://us.sandro-paris.com/en/p/flower-print-trousers/SFPPA01402_D187.html,E3R21B12U5,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw4fdbb445/images/swatch/Sandro_SFPPA01402-D187_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw9bc2565b/images/hi-res/Sandro_SFPPA01402-D187_V_1.jpg?sw=650&sh=650
STRIPY KNIT AND DENIM COATIGAN,Ecru / Black,https://us.sandro-paris.com/en/p/stripy-knit-and-denim-coatigan/SFPCA00959_A265.html,E3R21B12A3K,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw58aa2f3c/images/swatch/Sandro_SFPCA00959-A265_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw0c189677/images/hi-res/Sandro_SFPCA00959-A265_V_1.jpg?sw=650&sh=650
OVERSIZED SHIRT WITH RHINESTONES,Sky Blue,https://us.sandro-paris.com/en/p/oversized-shirt-with-rhinestones/SFPCM00938_40.html,S11Y2L21E,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dwfef707a1/images/swatch/Sandro_SFPCM00938-40_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw3cb6a4ce/images/hi-res/Sandro_SFPCM00938-40_V_1.jpg?sw=650&sh=650
SHORT DRAPED DRESS,Black,https://us.sandro-paris.com/en/p/short-draped-dress/SFPRO02870_20.html,B12A3K,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dwaa0cb86a/images/swatch/Sandro_SFPRO02870-20_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dwa920680a/images/hi-res/Sandro_SFPRO02870-20_V_1.jpg?sw=650&sh=650
WIDE-LEG PANTS,Black,https://us.sandro-paris.com/en/p/wide-leg-pants/SFPPA01113_20.html,B12A3K,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw9fd8e198/images/swatch/Sandro_SFPPA01113-20_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw062bba31/images/hi-res/Sandro_SFPPA01113-20_V_1.jpg?sw=650&sh=650
MIDI DRESS WITH TWIST,Green,https://us.sandro-paris.com/en/p/midi-dress-with-twist/SFPRO03406_8032.html,G18E5N,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dwf5e989d9/images/swatch/Sandro_SFPRO03406-8032_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dwb8cfef11/images/hi-res/Sandro_SFPRO03406-8032_F_1.jpg?sw=650&sh=650
OVERSIZED SATIN SHIRT,Green,https://us.sandro-paris.com/en/p/oversized-satin-shirt/SFPCM00682_8032.html,G18E5N,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dwdaaa6a56/images/swatch/Sandro_SFPCM00682-8032_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw5eff1b5c/images/hi-res/Sandro_SFPCM00682-8032_V_1.jpg?sw=650&sh=650
SHORT DRAPED DRESS,Fushia,https://us.sandro-paris.com/en/p/short-draped-dress/SFPRO02870_F002.html,F21S8I1,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dwb809a39c/images/swatch/Sandro_SFPRO02870-F002_V_S.jpg?sw=32&sh=32,https://us.sandro-paris.com/dw/image/v2/BCMW_PRD/on/demandware.static/-/Sites-master-catalog/default/dw94ce658c/images/hi-res/Sandro_SFPRO02870-F002_V_1.jpg?sw=650&sh=650
