Product Name,Color,Product URL,Unique Color ID, Swatch URL,Scraped Image URL
Tie-Front Textured Vest,BLACK SWATCH,https://www.abercrombie.com/shop/us/p/tie-front-textured-vest-57721449?categoryId=12205&faceout=model&seq=01,B12A3K19W1T3,https://img.abercrombie.com/is/image/anf/KIC_150-4275-00223-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4275-00223-900_prod1?policy=product-large
Tie-Front Textured Vest,CREAM SWATCH,https://www.abercrombie.com/shop/us/p/tie-front-textured-vest-57721449?categoryId=12205&faceout=model&seq=01,C18E1M19W1T3,https://img.abercrombie.com/is/image/anf/KIC_150-4275-00223-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4275-00223-178_prod1?policy=product-large
Curve Love High Rise 90s Relaxed Jean,BLACK WITH CUFF HEM SWATCH,https://www.abercrombie.com/shop/us/p/curve-love-high-rise-90s-relaxed-jean-53587321?categoryId=12205&faceout=model&seq=44,B12A3K23I20H3,https://img.abercrombie.com/is/image/anf/KIC_155-4286-0243-975_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4286-0243-975_prod1?policy=product-large
Curve Love High Rise 90s Relaxed Jean,DARK SWATCH,https://www.abercrombie.com/shop/us/p/curve-love-high-rise-90s-relaxed-jean-53587321?categoryId=12205&faceout=model&seq=44,D1R11S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_155-4389-00453-276_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4389-00453-276_prod1?policy=product-large
Curve Love High Rise 90s Relaxed Jean,BROWN SWATCH,https://www.abercrombie.com/shop/us/p/curve-love-high-rise-90s-relaxed-jean-53587321?categoryId=12205&faceout=model&seq=44,B18O23N19W1T3,https://img.abercrombie.com/is/image/anf/KIC_155-4368-00474-478_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4368-00474-478_prod1?policy=product-large
Curve Love High Rise 90s Relaxed Jean,SUPER DARK SWATCH,https://www.abercrombie.com/shop/us/p/curve-love-high-rise-90s-relaxed-jean-53587321?categoryId=12205&faceout=model&seq=44,S21P5R4A18K19,https://img.abercrombie.com/is/image/anf/KIC_155-4469-00607-275_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4469-00607-275_prod1?policy=product-large
Curve Love High Rise 90s Relaxed Jean,DARK WITH BACK DISTRESSED HEM SWATCH,https://www.abercrombie.com/shop/us/p/curve-love-high-rise-90s-relaxed-jean-53587321?categoryId=12205&faceout=model&seq=44,D1R11W9T8B1,https://img.abercrombie.com/is/image/anf/KIC_155-4343-00669-294_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4343-00669-294_prod1?policy=product-large
Curve Love High Rise 90s Relaxed Jean,LIGHT MARBLE WITH INSET SEAM SWATCH,https://www.abercrombie.com/shop/us/p/curve-love-high-rise-90s-relaxed-jean-53587321?categoryId=12205&faceout=model&seq=44,L9G8T13A18B12,https://img.abercrombie.com/is/image/anf/KIC_155-4773-00751-280_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4773-00751-280_prod1?policy=product-large
Sleeveless Turtleneck Sweater,CREAM SWATCH,https://www.abercrombie.com/shop/us/p/sleeveless-turtleneck-sweater-58350357?categoryId=12205&faceout=model&seq=03,C18E1M19W1T3,https://img.abercrombie.com/is/image/anf/KIC_150-4198-0132-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4198-0132-178_prod1?policy=product-large
Sleeveless Turtleneck Sweater,GREY SWATCH,https://www.abercrombie.com/shop/us/p/sleeveless-turtleneck-sweater-58350357?categoryId=12205&faceout=model&seq=03,G18E25S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_150-4198-0132-112_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4198-0132-112_prod1?policy=product-large
YPB neoKNIT Mini Crew,CLOUD SWATCH,https://www.abercrombie.com/shop/us/p/ypb-neoknit-mini-crew-57710843?categoryId=12205&faceout=model&seq=05,C12O21D19W1T3,https://img.abercrombie.com/is/image/anf/KIC_115-3159-0019-100_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_115-3159-0019-100_prod1?policy=product-large
The A&F Mara Cable Button-Up Sweater Vest,GREY SWATCH,https://www.abercrombie.com/shop/us/p/button-up-sweater-vest-55100822?categoryId=12205&faceout=model&seq=06&afsource=social+proofing,G18E25S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_150-4215-0173-112_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4215-0173-112_prod1?policy=product-large
Long-Sleeve Ottoman Squareneck Bodysuit,GREY SWATCH,https://www.abercrombie.com/shop/us/p/long-sleeve-ottoman-squareneck-bodysuit-57721082?categoryId=12205&faceout=model&seq=01&afsource=social+proofing,G18E25S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_150-3403-0071-910_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-3403-0071-910_prod1?policy=product-large
Linen-Blend T-Shirt Dress,BLACK SWATCH,https://www.abercrombie.com/shop/us/p/linen-blend-t-shirt-dress-58350363?categoryId=12205&faceout=life&seq=01,B12A3K19W1T3,https://img.abercrombie.com/is/image/anf/KIC_159-4789-0277-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-4789-0277-900_prod1?policy=product-large
Drapey Pull-On Pant,BROWN PATTERN SWATCH,https://www.abercrombie.com/shop/us/p/matte-satin-pull-on-pant-57178845?categoryId=12205&faceout=model&seq=01&afsource=social+proofing,B18O23N16A20T5,https://img.abercrombie.com/is/image/anf/KIC_156-4279-0323-408_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4279-0323-408_prod1?policy=product-large
Drapey Pull-On Pant,CREAM AND BLACK FLORAL SWATCH,https://www.abercrombie.com/shop/us/p/matte-satin-pull-on-pant-57178845?categoryId=12205&faceout=model&seq=01&afsource=social+proofing,C18E1M1N4B12,https://img.abercrombie.com/is/image/anf/KIC_156-4278-0322-403_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4278-0322-403_prod1?policy=product-large
Long-Sleeve Sweetheart Sweater Bodysuit,GREY SWATCH,https://www.abercrombie.com/shop/us/p/long-sleeve-sweetheart-sweater-bodysuit-57721161?categoryId=12205&faceout=model&seq=04,G18E25S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_150-3321-0029-112_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-3321-0029-112_prod1?policy=product-large
YPB sculptLUX Jogger,ONYX SWATCH,https://www.abercrombie.com/shop/us/p/ypb-sculptlux-jogger-57729633?categoryId=12205&faceout=model&seq=01&afsource=social+proofing,O14Y24S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_119-4030-0054-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_119-4030-0054-900_prod1?policy=product-large
Crochet-Style Sweater Vest,CREAM AND BLACK SWATCH,https://www.abercrombie.com/shop/us/p/crochet-style-sweater-vest-58350342?categoryId=12205&faceout=model&seq=03,C18E1M1N4B12,https://img.abercrombie.com/is/image/anf/KIC_150-4013-0170-176_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4013-0170-176_prod1?policy=product-large
YPB Active Cotton-Blend Long-Sleeve Easy Tee,WHITE SWATCH,https://www.abercrombie.com/shop/us/p/ypb-active-cotton-blend-long-sleeve-easy-tee-57710824?categoryId=12205&faceout=model&seq=01&afsource=social+proofing,W8I20E19W1T3,https://img.abercrombie.com/is/image/anf/KIC_115-4009-0047-100_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_115-4009-0047-100_prod1?policy=product-large
Linen-Blend Shell Mini Dress,WHITE SWATCH,https://www.abercrombie.com/shop/us/p/linen-blend-shell-mini-dress-58089347?categoryId=12205&faceout=model&seq=02,W8I20E19W1T3,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-100_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-100_prod1?policy=product-large
Linen-Blend Shell Mini Dress,BLACK SWATCH,https://www.abercrombie.com/shop/us/p/linen-blend-shell-mini-dress-58089347?categoryId=12205&faceout=model&seq=02,B12A3K19W1T3,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-900_prod1?policy=product-large
Linen-Blend Shell Mini Dress,RED SWATCH,https://www.abercrombie.com/shop/us/p/linen-blend-shell-mini-dress-58089347?categoryId=12205&faceout=model&seq=02,R5D19W1T3H,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-500_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-500_prod1?policy=product-large
Linen-Blend Shell Mini Dress,GRAY SWATCH,https://www.abercrombie.com/shop/us/p/linen-blend-shell-mini-dress-58089347?categoryId=12205&faceout=model&seq=02,G18A25S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-415_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5195-00330-415_prod1?policy=product-large
Soft Drape Fabric Easy Tee,GREY SWATCH,https://www.abercrombie.com/shop/us/p/soft-drape-fabric-easy-tee-55379819?categoryId=12205&faceout=model&seq=03,G18E25S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_139-4398-0069-910_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-4398-0069-910_prod1?policy=product-large
Soft Drape Fabric Easy Tee,GREEN SWATCH,https://www.abercrombie.com/shop/us/p/soft-drape-fabric-easy-tee-55379819?categoryId=12205&faceout=model&seq=03,G18E5N19W1T3,https://img.abercrombie.com/is/image/anf/KIC_139-4398-0069-911_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-4398-0069-911_prod1?policy=product-large
